d78,370.32,"Amphetamine Oral Suspension, Extended Release",6703,"Tris Pharma, Inc.",Amphetamine (Dyanavel XR) EQ 2.5MG BASE/ML (NDC 27808-102-01)
d780,66.99,Fluocinonide Gel 0.05%,8399,"Teligent Pharma, Inc.",30g (NDC 52565-054-30)
d781,886.42,Fluocinonide Gel 0.05%,3180,"Teligent Pharma, Inc.",60g (NDC 52565-054-60)
d782,870.29,Fluocinonide Ointment 0.05%,9166,"Teligent Pharma, Inc.",15g (NDC 52565-040-15)
d783,417.92,Fluocinonide Ointment 0.05%,3619,"Teligent Pharma, Inc.",30g (NDC 52565-040-30)
d784,964.54,Fluocinonide Ointment 0.05%,5314,"Teligent Pharma, Inc.",60g (NDC 52565-040-60)
d785,562.55,Fluocinonide Topical Solution,8982,Teva Pharmaceuticals,0.5 mg/mL  (NDC 0472-0829-02)
d786,392.45,Fluorescein Strips,9554,Akorn Pharmaceuticals,Ful-Glo 1.0 mg 100 sterile strips (NDC 17478-404-01)
d787,491.69,Fluorescein Strips,6887,Akorn Pharmaceuticals,Ful-Glo 0.6 mg 300 sterile strips (NDC 17478-403-03)
d788,836.02,Fluorescein Strips,9139,HUB Pharmaceuticals,BIOGLO Fluorescein Sodium Ophthalmic Strips USP 100 Strips per box (ndc 17238-900-11)
d789,996.85,Fluorescein Strips,7567,HUB Pharmaceuticals,BIOGLO Fluorescein Sodium Ophthalmic Strips USP 300 Strips per box (NDC 17238-900-30)
d79,107.71,Ampicillin for Injection,640,"Mylan Institutional, a Viatris company",250 mg (NDC 67457-353-10)
d790,611.91,Fluorometholone Ophthalmic Ointment,2064,Abbvie,FML (flourometholone) Ointment 0.1% 1 TUBE in 1 CARTON  3.5 g in 1 TUBE (NDC 0023-0316-04)
d791,803.27,Fluoxetine Capsules,5207,Sandoz,"Fluoxetine capsules, 10 mg, 100 count bottle (NDC 0781-2823-01)"
d792,754.12,Fluoxetine Capsules,4223,Sandoz,"Fluoxetine capsules, 10 mg, 1000 count bottle (NDC 0781-2823-10)"
d793,834.16,Fluoxetine Capsules,4805,Sandoz,"Fluoxetine capsules, 20 mg, 100 count bottle (NDC 0781-2822-01)"
d794,842.02,Fluoxetine Capsules,7086,Sandoz,"Fluoxetine capsules, 20 mg, 1000 count bottle (NDC 0781-2822-10)"
d795,8.88,Fluoxetine Capsules,4217,Sandoz,"Fluoxetine capsules, 40 mg, 100 count bottle (NDC 0781-2824-01)"
d796,812.36,Fluoxetine Capsules,8117,Sandoz,"Fluoxetine capsules, 40 mg, 1000 count bottle (NDC 0781-2824-10)"
d797,383.01,Fluoxetine Capsules,5920,Sandoz,"Fluoxetine capsules, 40 mg, 30 count bottle (NDC 0781-2824-31)"
d798,168.26,Fluoxetine Tablets,392,Allergan Pharmaceuticals International Limited,"Fluoxetine (Sarafem) Tablets, 10 mg (NDC 0430-0210-14)"
d799,766.94,Fluoxetine Tablets,3864,Allergan Pharmaceuticals International Limited,"Fluoxetine (Sarafem) Tablets, 20 mg (NDC 0430-0220-14)"
d8,54.22,Acitretin Capsules,7486,GlaxoSmithKline,10 mg (NDC 0145-0090-25)
d80,885.01,Ampicillin for Injection,1735,"Mylan Institutional, a Viatris company",500 mg (NDC 67457-350-10)
d800,663.97,Fluticasone Inhalational Powder,5601,GlaxoSmithKline,"100 mcg, 28 blisters (NDC 0173-0602-00)"
d801,238.57,Fluticasone Inhalational Powder,2025,GlaxoSmithKline,"250 mcg, 28 blisters (NDC 0173-0601-00)"
d802,774.13,Fluvoxamine ER Capsules,4424,Par Pharmaceutical,100 mg. 30’s count (NDC 10370-175-11)
d803,350.87,Fluvoxamine ER Capsules,7555,Par Pharmaceutical,150 mg. 30’s count (NDC 10370-176-11)
d804,968.48,Fluvoxamine ER Capsules,9680,Teva Pharmaceuticals,"Fluvoxamine 100 mg Extended Release Capsules, 30 count (NDC 0228-2848-03)"
d805,213.58,Fluvoxamine ER Capsules,8781,Teva Pharmaceuticals,"Fluvoxamine 150 mg Extended Release Capsules, 30 count (NDC 0228-2849-03)"
d806,126.24,Fosphenytoin Sodium Injection,6007,"Mylan Institutional, a Viatris company","100 mg/2 mL, package of 25 vials (NDC 67457-516-25)"
d807,21.84,Fosphenytoin Sodium Injection,8415,"Mylan Institutional, a Viatris company","500 mg/10 mL, package of 10 vials (NDC 67457-517-01)"
d808,193.16,Furosemide Injection,5495,"Athenex Pharmaceutical Division, LLC (Athenex)",20 mg/2mL vial (NDC 70860-302-41 and 70860-302-02)
d809,79.39,Furosemide Injection,7772,"Athenex Pharmaceutical Division, LLC (Athenex)",40 mg/4mL vial (NDC 70860-302-42 and 70860-302-04)
d81,819.56,"Ampicillin for Injection, USP",700,"Hospira, Inc.",250 mg/vial; Single Dose Vial (powder) (NDC 00409-3719-01)
d810,556.8,Furosemide Injection,2180,"Athenex Pharmaceutical Division, LLC (Athenex)",100 mg/10mL vial (NDC 70860-302-43 and 70860-302-10)
d811,823.06,Furosemide Injection,2501,Sagent Pharmaceuticals,20 mg/2 mL single-dose vial (NDC 25021-311-02)
d812,447.06,Furosemide Injection,858,Sagent Pharmaceuticals,40 mg/4 mL single-dose vial (NDC25021-311-04)
d813,872.6,Furosemide Injection,9983,Sagent Pharmaceuticals,100 mg/10 mL single-dose vial (NDC 25021-311-10)
d814,95.73,Furosemide Injection,3093,Gland Pharma Limited,"2 mL in 1 vial, 25 vials/carton (NDC 25021-311-02)"
d815,659.32,Furosemide Injection,2090,Gland Pharma Limited,"4 mL in 1 vial, 25 vials/carton (NDC 25021-311-04)"
d816,310.89,Furosemide Injection,3710,Gland Pharma Limited,"10 mL in 1 vial, 25 vials/carton (NDC 25021-311-10)"
d817,776.82,Furosemide Injection,7853,"Fresenius Kabi USA, LLC","20 mg per 2 mL (10 mg per mL), Amber, single dose vial (NDC 63323-280-02)"
d818,583,Furosemide Injection,1593,"Fresenius Kabi USA, LLC","40 mg per 4 mL (10 mg per mL), Amber, single dose vial (NDC 63323-280-04)"
d819,782.8,Furosemide Injection,4850,"Fresenius Kabi USA, LLC","100 mg per 10 mL (10 mg per mL), Amber, single dose vial (NDC 63323-280-10)"
d82,462.35,Anagrelide Hydrochloride Capsules,6733,Teva Pharmaceuticals,1 MG 100 Capsules (NDC 0172-5240-60)
d820,828.26,Furosemide Injection,6670,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),20 mg/2 mL single-dose vial (NDC 55150-322-25)
d821,818.55,Furosemide Injection,624,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),40 mg/4 mL single-dose vial (NDC 55150-323-25)
d822,410.12,Furosemide Injection,810,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),100 mg/10 mL single-dose vial (NDC 55150-324-25)
d823,85.5,Furosemide Injection,5854,Baxter Healthcare,"Furosemide Injection, USP, 10 mg/mL - 10 mL Single Dose Glass Vial (25 x 10 mL) (NDC 36000-284-25)"
d824,123.95,Furosemide Injection,1905,Baxter Healthcare,"Furosemide Injection, USP, 10 mg/mL - 2 mL Single Dose Glass Vial (25 x 2 mL)(NDC 36000-282-25)"
d825,900.36,Furosemide Injection,3013,Baxter Healthcare,"Furosemide Injection, USP, 10 mg/mL - 4 mL Single Dose Glass Vial (25 x 4 mL)(NDC 36000-283-25)"
d826,428.75,Furosemide Injection,5426,Heritage Pharmaceuticals d/b/a Avet Pharmaceuticals,20 mg/mL (NDC 23155-473-41)
d827,803.74,Furosemide Injection,3293,Heritage Pharmaceuticals d/b/a Avet Pharmaceuticals,40 mg/4mL (NDC 23155-473-42)
d828,317.19,Furosemide Injection,2552,Heritage Pharmaceuticals d/b/a Avet Pharmaceuticals,100 mg/10mL (NDC 23155-473-44)
d829,910.59,Furosemide Injection,9073,"Hospira, Inc.",20 mg/2 mL (10 mg/mL); Single Dose Glass Fliptop Vial (NDC 0409-6102-02)
d83,159.5,Anagrelide Hydrochloride Capsules,9365,Teva Pharmaceuticals,0.5 MG 100 Capsules (NDC 0172-5241-60)
d830,864.88,Furosemide Injection,3568,"Hospira, Inc.",40 mg/4 mL (10 mg/mL); Single Dose Glass Fliptop Vial (NDC 0409-6102-04)
d831,538.58,Furosemide Injection,709,"Hospira, Inc.",100 mg/10 mL (10 mg/mL): Single Dose Glass Fliptop Vial (NDC 0409-6102-10)
d832,697.15,Furosemide Injection,9777,"Hospira, Inc.",100 mg/10 mL (10 mg/mL; Ansyr Plastic syringe (NDC 0409-1639-10)
d833,919.52,Furosemide Injection,4418,"Hospira, Inc.",40 mg/4 mL (10 mg/mL); Ansyr Plastic syringe (NDC 0409-9631-04)
d834,294.08,Furosemide Tablets,8374,"Mylan Pharmaceuticals Inc., a Viatris Company",80mg (NDC 0378-0232-05)
d835,691.08,Gemcitabine Hydrochloride Injection,1147,"Mylan Pharmaceuticals Inc., a Viatris Company","200 mg, single dose vial (NDC 67457-464-20)"
d836,329.14,Gemcitabine Hydrochloride Injection,5633,Mylan Institutional,"1 g, single dose vial (NDC 67457-462-01)"
d837,715.54,Gemifloxacin Mesylate (Factive) Tablets,3649,"LG Chem, Ltd.","320mg, 7 Tablets in 1 Blister Pack (NDC 44004-321-07)"
d838,989.77,Gemifloxacin Mesylate (Factive) Tablets,3011,"LG Chem, Ltd.","320mg, 5 Tablets in 1 Blister Pack (NDC 44004-321-05)"
d839,721.82,Gentamicin Sulfate and Prednisolone Acetate Ophthalmic Ointment,1001,Abbvie,PRED-G- gentamicin sulfate 0.3% and prednisolone acetate 0.6% ointment 1 TUBE in 1 CARTON  3.5 g in 1 TUBE (NDC 0023-0066-04)
d84,704.46,Anagrelide Hydrochloride Capsules,7281,Takeda Pharmaceuticals USA Inc.,"AGRYLIN 0.5 mg Capsule,100 capsules in 1 bottle (NDC 54092-063-01)"
d840,542.21,Gentamicin Sulfate Injection,4872,"Fresenius Kabi USA, LLC","80 mg per 2 mL (40 mg per mL), MDV, (NDC 63323-010-02)"
d841,183.91,Gentamicin Sulfate Injection,3173,"Fresenius Kabi USA, LLC","800 mg per 20 mL (40 mg per mL), MDV, (NDC 63323-010-20)"
d842,231.4,Gentamicin Sulfate Injection,1750,"Fresenius Kabi USA, LLC","20 mg per 2 mL (10 mg per mL), Pediatric SDV, (NDC 63323-173-02)"
d843,841.06,Gentamicin Sulfate Injection,3685,"Hospira, Inc.",80 mg/2 mL (40 mg/mL); 2 mL Single Dose Glass Fliptop Vial (NDC 00409-1207-03)
d844,996.08,Gentamicin Sulfate Injection,3317,"Hospira, Inc.",80 mg/2 mL (40 mg/mL) Single Dose Glass Fliptop Vial NovaPlus (NDC 00409-1207-25)
d845,282.01,Glipizide Tablets,9428,Teva Pharmaceuticals,"5mg tablets (NDC 0591-0460-10), (NDC 0591-0460-05), (NDC 0591-0460-01)"
d846,356.2,Glipizide Tablets,6536,Teva Pharmaceuticals,"10mg tablets, (NDC 0591-0461-10), (NDC 0591-0461-01), (NDC 0591-0461-05)"
d847,21.46,Guanfacine Hydrochloride Tablets,6491,"Mylan Pharmaceuticals Inc., a Viatris Company",1 mg (NDC 0378-1160-01)
d848,257.7,Guanfacine Hydrochloride Tablets,9383,"Mylan Pharmaceuticals Inc., a Viatris Company",2 mg (NDC 0378-1190-01)
d849,619.27,Guanfacine Hydrochloride Tablets,7950,Teva Pharmaceuticals,1mg tablets 100 count bottle (NDC 0591-0444-01)
d85,970.82,Anagrelide Hydrochloride Capsules,8137,Torrent Pharma Inc.,0.5 mg per capsule Bottles of 100 (NDC 13668-453-01)
d850,657.69,Guanfacine Hydrochloride Tablets,7285,Teva Pharmaceuticals,2 mg tablets 100 count bottle (NDC 0591-0453-01)
d851,451.26,Guanfacine Hydrochloride Tablets,5484,Amneal Pharmaceutical,1 mg bottles of 30 (NDC 65162-711-03); 1 mg bottles of 100 (NDC 65162-711-10)
d852,79.85,Guanfacine Hydrochloride Tablets,1330,Amneal Pharmaceutical,2 mg bottles of 30 (NDC 65162-713-03); 2 mg bottles of 100 (NDC 65162-713-10); 2 mg bottles of 500 (NDC 65162-713-50)
d853,888.18,Guanfacine Hydrochloride Tablets,8529,"Epic Pharma, LLC","Guanfacine Tablets 1 mg, 100 Count (NDC 42806-048-01)"
d854,418.2,Guanfacine Hydrochloride Tablets,8316,"Epic Pharma, LLC","Guanfacine Tablets 2 mg, 100 Count (NDC 42806-296-01)"
d855,824.29,Guanidine Hydrochloride Tablets,6448,Merck Sharp & Dohme Corp.,125 mg tablets (NDC 0085-0492-01)
d856,835.46,Haloperidol Lactate (Haldol) Injection,1773,"Janssen Biotech, Inc.","5 mg/mL, 10 ampule in 1 box, > 1 mL in 1 ampule, (NDC 50458-255-01)"
d857,655.95,Haloperidol Lactate Injection,7166,Patriot Pharmaceuticals,"5 mg/mL, 10 ampule in 1 box,> 1 mL in 1 ampule, (NDC 10147-0911-1)"
d858,654.1,Haloperidol Tablets,6398,Mylan Pharmaceuticals Inc.,0.5 mg (NDC 0378-0351-01) and (NDC 0378-0351-10)
d859,74.26,Haloperidol Tablets,2594,Mylan Pharmaceuticals Inc.,1 mg (NDC 0378-0257-01) and (NDC 0378-0257-10)
d86,564.1,Anagrelide Hydrochloride Capsules,3336,Torrent Pharma Inc.,"1 mg per capsule, Bottles of 100 (NDC 13668-462-01)"
d860,786.69,Haloperidol Tablets,8070,Mylan Pharmaceuticals Inc.,2 mg (NDC 0378-0214-01) and (NDC 0378-0214-10)
d861,267.86,Haloperidol Tablets,5014,Mylan Pharmaceuticals Inc.,5 mg (NDC 0378-0327-01) and (NDC 0378-0327-10)
d862,394.47,Haloperidol Tablets,6759,Mylan Pharmaceuticals Inc.,10 mg (NDC 0378-0334-01)
d863,443.22,Haloperidol Tablets,1096,Mylan Pharmaceuticals Inc.,20 mg (NDC 0378-0355-01)
d864,128.98,Haloperidol Tablets,4789,Zydus Pharmaceuticals USA Inc.,HALOPERIDOL TAB 5MG 100 CT (NDC 68382-079-01)
d865,868.31,Haloperidol Tablets,9158,Zydus Pharmaceuticals USA Inc.,HALOPERIDOL TAB 5MG 1000 CT (NDC 68382-079-10)
d866,546.39,Haloperidol Tablets,7493,Zydus Pharmaceuticals USA Inc.,HALOPERIDOL TAB 10MG 100 CT (NDC 68382-080-01)
d867,23.06,Haloperidol Tablets,4709,Zydus Pharmaceuticals USA Inc.,HALOPERIDOL TAB 20MG 100 CT (NDC 68382-081-01)
d868,11.42,Haloperidol Tablets,9710,Sandoz,0.5 mg 100 count bottle (NDC 0781-13-9101)
d869,796.13,Haloperidol Tablets,1981,Sandoz,0.5 mg 100 count bottle (NDC 0781-83-9101)
d87,159.89,Asenapine (Saphris®) Sublingual Tablets,8950,Allergan,5 mg (NDC 0456-2405-63)
d870,678.1,Haloperidol Tablets,4068,Sandoz,0.5 mg 100 count unit dose (NDC 0781-13-9113)
d871,123.47,Haloperidol Tablets,5779,Sandoz,1 mg 100 count bottle (NDC 0781-13-9201)
d872,970.34,Haloperidol Tablets,8305,Sandoz,1 mg 100 count bottle (NDC 0781-83-9201)
d873,845.57,Haloperidol Tablets,6916,Sandoz,1 mg 100 count unit dose (NDC 0781-13-9213)
d874,274.76,Haloperidol Tablets,8713,Sandoz,2 mg 100 count bottle (NDC 0781-13-9801)
d875,122.81,Haloperidol Tablets,2861,Sandoz,2 mg 100 count unit dose (NDC 0781-13-9213)
d876,467.9,Haloperidol Tablets,421,Sandoz,5 mg 1000 count bottle (NDC 0781-13-9610)
d877,165.21,Haloperidol Tablets,4672,Sandoz,5 mg 1000 count bottle (NDC 0781-83-9610)
d878,287.41,Haloperidol Tablets,2742,Sandoz,5 mg 100 count bottle (NDC 0781-13-9601)
d879,659.72,Haloperidol Tablets,3194,Sandoz,5 mg 100 count bottle (NDC 0781-83-9601)
d88,419.49,Asenapine (Saphris®) Sublingual Tablets,3469,Allergan,10 mg (NDC 0456-2410-63)
d880,466.08,Haloperidol Tablets,9145,Sandoz,5 mg 100 count unit dose (NDC 0781-13-9613)
d881,780.56,Haloperidol Tablets,1008,Sandoz,10 mg 100 count bottle (NDC 0781-13-9701)
d882,46.56,Haloperidol Tablets,9631,Sandoz,10 mg 100 count bottle (NDC 0781-83-9701)
d883,309.39,Haloperidol Tablets,6423,Sandoz,10 mg 100 count unit dose (NDC 0781-13-9713)
d884,252.28,Haloperidol Tablets,3336,Sandoz,20 mg 100 count bottle (NDC 0781-83-9301)
d885,15.05,Heparin Sodium and Sodium Chloride 0.9% Injection,5059,Baxter Healthcare,"Heparin Sodium and 0.9% Sodium Chloride Injection in VIAFLEX Plus Plastic Container: 2,000 USP units in 1000 mL.  Product code 2B0944  (NDC 0338-0433-04)"
d886,845.37,Heparin Sodium and Sodium Chloride 0.9% Injection,3977,Baxter Healthcare,"Heparin Sodium and 0.9% Sodium Chloride Injection in VIAFLEX Plus Plastic Container: 1,000 USP units in 500 mL.  Product code 2B0953 (NDC 0338-0431-03)"
d887,108.95,Heparin Sodium and Sodium Chloride 0.9% Injection,7027,"Hospira, Inc.","1,000 Units/500 mL (2 Units/mL); Flexible Container (NDC 00409-7620-03)"
d888,931.62,Heparin Sodium and Sodium Chloride 0.9% Injection,4541,"Hospira, Inc.","2,000 Units/1000 mL (2 Units/mL); Flexible Container (NDC 00409-7620-59)"
d889,283.94,Heparin Sodium and Sodium Chloride 0.9% Injection,6466,Baxter Healthcare,"Heparin Sodium and 0.9% Sodium Chloride Injection, 1,000 units / 500 mL (2 units / mL) in VIAFLEX Plastic Container.  Product code AHB0953U (NDC 0338-0424-18)"
d89,234,Asenapine Maleate (Saphris®) Sublingual Tablets,8581,Allergan,Box of 100 (10 blisters with 10 tablets) (NDC 00456-2405-63)
d890,774.35,Heparin Sodium and Sodium Chloride 0.9% Injection,7493,"Fresenius Kabi USA, LLC","1,000 Units/500 mL; (2 units/mL); Single dose, freeflex bag; (NDC 63323-519-77)"
d891,576.26,Heparin Sodium and Sodium Chloride 0.9% Injection,5924,"Fresenius Kabi USA, LLC","2,000 Units/1000 mL; (2 units/mL); Single dose, freeflex bag; (NDC 63323-519-10)"
d892,298.43,Heparin Sodium and Sodium Chloride 0.9% Injection,8037,Sagent Pharmaceuticals,1000 units/mL 10mL pack 25 (NDC 25021-400-10)
d893,51.02,Histrelin Acetate Implant,2358,"Endo Pharmaceuticals, Inc.",Vantas 50 mg Implantation Kit (NDC 67979-500-01)
d894,604.17,Hydralazine Hydrochloride Injection,3007,American Regent/Luitpold,20mg/ml SDV ( NDC 0517 - 0901-25 )
d895,92.2,Hydralazine Hydrochloride Injection,4361,"Fresenius Kabi USA, LLC","20 mg per mL, SDV (NDC 63323-614-01)"
d896,6.65,Hydralazine Hydrochloride Injection,3573,Akorn Pharmaceuticals,"20 mg/mL, 1mL single dose vial  (box of 10) (NDC 17478-934-01)"
d897,917.35,Hydralazine Hydrochloride Injection,8970,Akorn Pharmaceuticals,"20 mg/mL, 1mL single dose vial  (box of 25) (NDC 17478-934-15)"
d898,802.84,Hydralazine Hydrochloride Injection,2793,"Mylan Institutional, a Viatris company",20 mg / 1 ml] 25PK (NDC 67457-291-01)
d899,769.1,Hydralazine Hydrochloride Injection,5189,"X-GEN Pharmaceuticals, Inc.",20 mg/mL per vial (NDC 39822-0500-4)
d9,85.44,Acitretin Capsules,3073,GlaxoSmithKline,25 mg (NDC 0145-0091-25)
d90,429.06,Asenapine Maleate (Saphris®) Sublingual Tablets,6886,Allergan,Box of 100 (10 blisters with 10 tablets) (NDC 0456-2410-63)
d900,255.14,Hydrochlorothiazide and Lisinopril Tablets,7689,Mylan Pharmaceuticals Inc.,20 mg/25 mg (NDC 0378-2025-01)
d901,126.35,Hydrochlorothiazide and Lisinopril Tablets,5021,Mylan Pharmaceuticals Inc.,12.5 mg/ 20 mg (NDC 0378-2012-01)
d902,992.43,Hydrochlorothiazide and Lisinopril Tablets,6139,Mylan Pharmaceuticals Inc.,10 mg/ 12.5 mg (NDC 0378-1012-01)
d903,206.01,Hydrocodone Bitartrate and Homatropine Methylbromide Oral Solution,9499,Perrigo Pharmaceuticals,Hydrocodone Bitartrate (5 mg/5 mL) and Homatropine Methylbromide (1.5 mg/5 mL)(NDC 0574-1105-16)
d904,411.01,Hydrocodone/Homatropine Tablets,2143,Lupin,5/1.5 mg (NDC 43386-0118-03)
d905,956.95,Hydrocortisone Acetate Suppository,3974,Torrent Pharma Inc.,Boxes of 12 suppositories (NDC 59741-301-12)
d906,413.18,Hydrocortisone Acetate Suppository,9218,Torrent Pharma Inc.,Boxes of 24 suppositories (NDC 59741-301-24)
d907,727.85,Hydrocortisone Acetate Suppository,8970,Torrent Pharma Inc.,Boxes of 100 suppositories (NDC 59741-301-01)
d908,267.6,Hydrocortisone Tablets,2183,Pfizer Pharmaceuticals,5 mg tablet; bottle of 50 (NDC 59762-0073-1)
d909,798.72,Hydrocortisone Tablets,9247,Pfizer Pharmaceuticals,10 mg tablet; bottle of 100 (NDC 59762-0074-1)
d91,35.03,Aspirin/Dipyridamole (Aggrenox) Extended Release Capsules,5680,"Boehringer Ingelheim Pharmaceuticals, Inc.",25mg/200mg capsules (NDC 0597-0001-60)
d910,210.48,Hydrocortisone Tablets,5142,Pfizer Pharmaceuticals,20 mg tablet; bottle of 100 (NDC 59762-0075-1)
d911,23.83,Hydrocortisone Tablets,6441,Pfizer Pharmaceuticals,Cortef 20 mg tablet; bottle of 100 (NDC 0009-0044-01)
d912,879.59,Hydrocortisone Tablets,5627,Pfizer Pharmaceuticals,Cortef 5 mg tablet; bottle of 50 (NDC 0009-0012-01)
d913,868.98,Hydrocortisone Tablets,4949,Pfizer Pharmaceuticals,Cortef 10 mg tablet; bottle of 100 (NDC 0009-0031-01)
d914,618.19,Hydrocortisone Tablets,3602,"Vensun Pharmaceuticals, Inc.","5 mg, 50 count bottles (NDC 64380-970-25)"
d915,276.44,Hydrocortisone Tablets,720,"Vensun Pharmaceuticals, Inc.","10 mg, 100 count bottles (NDC 64380-971-06)"
d916,171.55,Hydrocortisone Tablets,1944,"Vensun Pharmaceuticals, Inc.","20 mg, 100 count bottles (NDC 64380-972-06)"
d917,862.57,Hydrocortisone Tablets,8477,Amneal Pharmaceutical,100mg/100 count (NDC 00115-1697-01)
d918,347.31,Hydrocortisone Tablets,3018,Amneal Pharmaceutical,20mg/100 count (NDC 00115-1700-01)
d919,196.04,Hydromorphone Hydrochloride Injection,2786,"Fresenius Kabi USA, LLC","(Dilaudid) 0.2 mg per 1 mL, prefilled syringe, MicroVault packaging (NDC 76045-121-11)"
d92,150.37,Atazanavir Capsules,9472,Bristol Myers Squibb Co.,150mg (NDC 0003-3624-12)
d920,743.7,Hydromorphone Hydrochloride Injection,5163,"Fresenius Kabi USA, LLC","(Dilaudid) 2 mg per 1 mL, prefilled syringe, MicroVault packaging (NDC 76045-010-11)"
d921,16.64,Hydromorphone Hydrochloride Injection,5867,"Fresenius Kabi USA, LLC","(Dilaudid) 0.5 mg per 0.5 mL, prefilled syringe (NDC 76045-009-06)                                                                                           Microvault"
d922,743.87,Hydromorphone Hydrochloride Injection,8963,"Fresenius Kabi USA, LLC","(Dilaudid) 1 mg per 1 mL, prefilled syringe (NDC 76045-009-11)                                                                                                                                                                                     Microvault"
d923,558.91,Hydromorphone Hydrochloride Injection,4551,"Fresenius Kabi USA, LLC","1 mg per 1 mL, Single dose vial, (NDC 63323-852-25)"
d924,595.79,Hydromorphone Hydrochloride Injection,7634,"Fresenius Kabi USA, LLC","2 mg per 1 mL, Single dose vial, (NDC 63323-853-25)"
d925,348.56,Hydromorphone Hydrochloride Injection,9113,"Fresenius Kabi USA, LLC","4 mg per 1 mL, Single dose vial, (NDC 63323-854-10)"
d926,546.62,Hydromorphone Hydrochloride Injection,7028,"Fresenius Kabi USA, LLC","10 mg per 1 mL, Single dose vial, high potency formulation (HPF), (NDC 63323-851-10)"
d927,151.03,Hydromorphone Hydrochloride Injection,1988,"Fresenius Kabi USA, LLC","50 mg per 5 mL, Single dose vial, high potency formulation (HPF), (NDC 63323-851-15)"
d928,676.45,Hydromorphone Hydrochloride Injection,1624,"Fresenius Kabi USA, LLC","500 mg per 50 mL, Single dose vial, high potency formulation (HPF), (NDC 63323-851-50)"
d929,83,Hydromorphone Hydrochloride Injection,1885,"Fresenius Kabi USA, LLC","(Dilaudid) 0.5 mg per 0.5 mL, prefilled syringe (NDC 76045-009-05)"
d93,476.43,Atropine Sulfate Injection,4914,American Regent/Luitpold,"0.4 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-0401-25)"
d930,291.85,Hydromorphone Hydrochloride Injection,8651,"Fresenius Kabi USA, LLC","(Dilaudid) 1 mg per 1 mL, prefilled syringe (NDC 76045-009-10)                                                                                                                                       Blister pack"
d931,228.31,Hydromorphone Hydrochloride Injection,8634,"Fresenius Kabi USA, LLC","(Dilaudid) 2 mg per 1 mL, prefilled syringe (NDC 76045-010-10)"
